name,oracle_text,scryfall_link,image_src,chinese_simplified,chinese_traditional,french,german,italian,japanese,korean,portuguese,russian,spanish
Great Hart,"Great Hart	{3}{W}
Creature — Elk

2/4
",https://scryfall.com/card/bng/15/great-hart,https://cards.scryfall.io/large/front/7/0/70cd7d2b-e9c4-4900-89a0-f6eb0c6cb22b.jpg?1593860910,雄伟赤鹿,雄偉赤鹿,Grand cerf,Großer Hirsch,Grande Cervo,大アカシカ,커다란 숫사슴,Grande Cervo,Большой Олень,El gran venado
Griffin Dreamfinder,"Griffin Dreamfinder	{3}{W}{W}
Creature — Griffin
Flying
When this creature enters, return target enchantment card from your graveyard to your hand.
1/4
",https://scryfall.com/card/bng/16/griffin-dreamfinder,https://cards.scryfall.io/large/front/b/5/b569fadd-d9ca-4b0d-bee2-9d45574e56f0.jpg?1593091479,觅梦狮鹫,覓夢獅鷲,Traquerêve griffon,Traumhäschergreif,Grifone Catturasogni,グリフィンの夢掴み,꿈을 찾는 그리핀,Grifo Apanha-sonhos,"Грифон, Искатель Снов",Grifo cazador de sueños
Hero of Iroas,"Hero of Iroas	{1}{W}
Creature — Human Soldier
Aura spells you cast cost {1} less to cast.
Heroic — Whenever you cast a spell that targets this creature, put a +1/+1 counter on this creature.
2/2
",https://scryfall.com/card/bng/17/hero-of-iroas,https://cards.scryfall.io/large/front/f/c/fcc9a63b-e7cd-404a-8d5c-0c1396e16d0b.jpg?1547515580,伊洛安斯的英雄,伊洛安斯的英雄,Héros d'Iroas,Held des Iroas,Eroe di Iroas,イロアスの英雄,이로아스의 영웅,Herói de Iroas,Герой Ироя,Héroe de Iroas
Hold at Bay,"Hold at Bay	{1}{W}
Instant
Prevent the next 7 damage that would be dealt to any target this turn.

",https://scryfall.com/card/bng/18/hold-at-bay,https://cards.scryfall.io/large/front/f/f/ffeb407d-6a42-488a-9869-83da3047e45d.jpg?1593091497,阻止进袭,阻止進襲,Tenir en respect,Vom Leibe halten,Tenere a Distanza,くぎ付け,견고한 수비,Manter à Distância,Отчаянное Сопротивление,Bajo control
Loyal Pegasus,"Loyal Pegasus	{W}
Creature — Pegasus
Flying
This creature can't attack or block alone.
2/1
",https://scryfall.com/card/bng/19/loyal-pegasus,https://cards.scryfall.io/large/front/7/c/7cae7971-953b-454a-84dd-ae2974946da9.jpg?1592516133,忠诚飞马,忠誠飛馬,Pégase loyal,Loyaler Pegasus,Pegaso Leale,忠実なペガサス,충직한 페가수스,Pégaso Leal,Верный Пегас,Pegaso fiel
Mortal's Ardor,"Mortal's Ardor	{W}
Instant
Target creature gets +1/+1 and gains lifelink until end of turn. (Damage dealt by the creature also causes its controller to gain that much life.)

",https://scryfall.com/card/bng/20/mortals-ardor,https://cards.scryfall.io/large/front/7/5/75743f66-fd2d-47e7-b56f-1c95311d09c2.jpg?1562840242,凡人的热忱,凡人的熱忱,Ardeur des mortels,Inbrunst der Sterblichen,Ardore dei Mortali,定命の者の熱意,필멸자의 열정,Ardor dos Mortais,Рвение Смертного,Fervor del mortal
Nyxborn Shieldmate,"Nyxborn Shieldmate	{W}
Enchantment Creature — Human Soldier
Bestow {2}{W} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
Enchanted creature gets +1/+2.
1/2
",https://scryfall.com/card/bng/21/nyxborn-shieldmate,https://cards.scryfall.io/large/front/6/4/64204816-6e1d-4bf8-acd0-8f83ca7eb8c7.jpg?1593091524,天裔护盾手,天裔護盾手,Compagnon bouclier né de Nyx,Nyxgeborener Schildbruder,Scutifero Nyxiano,ニクス生まれの盾の仲間,닉스에서 태어난 방패병,Escudeiro Nyxnato,Щитоносец из Никса,Escudante nativo de Nyx
Oreskos Sun Guide,"Oreskos Sun Guide	{1}{W}
Creature — Cat Monk
Inspired — Whenever this creature becomes untapped, you gain 2 life.
2/2
",https://scryfall.com/card/bng/22/oreskos-sun-guide,https://cards.scryfall.io/large/front/0/6/064435e7-20ea-4ba4-b039-a945afeeb5c6.jpg?1593091531,俄瑞恣太阳向导,俄瑞恣太陽嚮導,Guide solaire d'Oreskos,Oreskos-Sonnenführer,Guida Solare di Oreskos,オレスコスの太陽導き,오레스코스 태양 인도자,Guia do Sol de Oreskos,Солнечный Проводник из Ореска,Guía solar de Oreskos
Ornitharch,"Ornitharch	{3}{W}{W}
Creature — Archon
Flying
Tribute 2 (As this creature enters, an opponent of your choice may put two +1/+1 counters on it.)
When this creature enters, if tribute wasn't paid, create two 1/1 white Bird creature tokens with flying.
3/3
",https://scryfall.com/card/bng/23/ornitharch,https://cards.scryfall.io/large/front/f/9/f95a0bf4-10c7-4afa-8cf6-e31196cc2bd5.jpg?1593091541,百鸟统领,百鳥統領,Ornitharque,Ornitharchin,Ornitarca,羽撃王,새의 군주,Ornitarca,Орнитарх,Orniconte
Plea for Guidance,"Plea for Guidance	{5}{W}
Sorcery
Search your library for up to two enchantment cards, reveal them, put them into your hand, then shuffle.

",https://scryfall.com/card/bng/24/plea-for-guidance,https://cards.scryfall.io/large/front/1/d/1d1d6d76-f399-475a-b5cd-544bd7c6d967.jpg?1593091549,祈求指引,祈求指引,Humble supplique,Ruf nach Führung,Invocare una Guida,導きの嘆願,신께 드리는 간청,Rogo por Orientação,Мольба о Наставлении,Suplicar ayuda
Revoke Existence,"Revoke Existence	{1}{W}
Sorcery
Exile target artifact or enchantment.

",https://scryfall.com/card/bng/25/revoke-existence,https://cards.scryfall.io/large/front/7/b/7bd4fc26-8351-4371-948b-f43346c3e771.jpg?1599709680,撤销存在,撤銷存在,Révocation de l'existence,Existenz aberkennen,Revocare Esistenza,存在の破棄,존재 폐기,Revogar Existência,Отзыв Бытия,Revocar la existencia
Silent Sentinel,"Silent Sentinel	{5}{W}{W}
Creature — Archon
Flying
Whenever this creature attacks, you may return target enchantment card from your graveyard to the battlefield.
4/6
",https://scryfall.com/card/bng/26/silent-sentinel,https://cards.scryfall.io/large/front/7/3/73798b01-fcbc-4dc0-9fde-6a618da185f2.jpg?1592710485,沉静哨卫,沉靜哨衛,Sentinelle silencieuse,Stummer Wachposten,Sentinella Silente,沈黙の歩哨,침묵의 보초,Sentinela Silenciosa,Молчаливый Стражник,Centinela silencioso
Spirit of the Labyrinth,"Spirit of the Labyrinth	{1}{W}
Enchantment Creature — Spirit
Each player can't draw more than one card each turn.
3/1
",https://scryfall.com/card/bng/27/spirit-of-the-labyrinth,https://cards.scryfall.io/large/front/f/4/f44e5128-e146-4e46-b313-a40d82719d1d.jpg?1593091571,迷宫精怪,迷宮精靈,Esprit du Labyrinthe,Geist des Labyrinths,Spirito del Dedalo,迷宮の霊魂,지하미궁의 신령,Espírito do Labirinto,Дух Лабиринта,Espíritu del laberinto
Sunbond,"Sunbond	{3}{W}
Enchantment — Aura
Enchant creature
Enchanted creature has ""Whenever you gain life, put that many +1/+1 counters on this creature.""

",https://scryfall.com/card/bng/28/sunbond,https://cards.scryfall.io/large/front/9/f/9f14bbff-8a3c-4aa0-a5aa-0dd6cb23b2a3.jpg?1593091578,旭日羁绊,旭日羈絆,Lien solaire,Sonnenbund,Fedele al Sole,陽絆,태양결속,Elo com o Sol,Солнечные Узы,Vínculo solar
Vanguard of Brimaz,"Vanguard of Brimaz	{W}{W}
Creature — Cat Soldier
Vigilance
Heroic — Whenever you cast a spell that targets this creature, create a 1/1 white Cat Soldier creature token with vigilance.
2/2
",https://scryfall.com/card/bng/29/vanguard-of-brimaz,https://cards.scryfall.io/large/front/a/d/adb38717-97d5-4763-9e6c-46251df704ed.jpg?1593091588,布黎玛先锋,布里瑪先鋒,Avant-garde de Brimaz,Brimaz' Vorhut,Avanguardia di Brimaz,ブリマーズの先兵,브리마즈 선봉대,Vanguarda de Brimaz,Авангард Бримаза,Vanguardia de Brimaz
Aerie Worshippers,"Aerie Worshippers	{3}{U}
Creature — Human Cleric
Inspired — Whenever this creature becomes untapped, you may pay {2}{U}. If you do, create a 2/2 blue Bird enchantment creature token with flying.
2/4
",https://scryfall.com/card/bng/30/aerie-worshippers,https://cards.scryfall.io/large/front/0/6/06c8b3b9-f0fb-4cc1-8916-82ee2c74f089.jpg?1593091596,巢居朝拜者,巢居朝拜者,Adoratrices de l'aérain,Adlerhorst-Anbeterinnen,Adoratrici del Nido,高巣の崇拝者,둥지 숭배자들,Adoradoras do Ninho,Почитательницы Гнезда,Devotas del nido
Arbiter of the Ideal,"Arbiter of the Ideal	{4}{U}{U}
Creature — Sphinx
Flying
Inspired — Whenever this creature becomes untapped, reveal the top card of your library. If it's an artifact, creature, or land card, you may put it onto the battlefield with a manifestation counter on it. That permanent is an enchantment in addition to its other types.
4/5
",https://scryfall.com/card/bng/31/arbiter-of-the-ideal,https://cards.scryfall.io/large/front/3/2/32e58ba3-4202-4f91-b27f-7528d27c1d5c.jpg?1593091603,理念仲裁者,理念仲裁者,Arbitre de l'Idéal,Gebieterin des Ideals,Ordinatrice dell'Ideale,理想の調停者,이상의 중재자,Árbitra do Ideal,Судья Идеалов,Mediadora de lo ideal
Archetype of Imagination,"Archetype of Imagination	{4}{U}{U}
Enchantment Creature — Human Wizard
Creatures you control have flying.
Creatures your opponents control lose flying and can't have or gain flying.
3/2
",https://scryfall.com/card/bng/32/archetype-of-imagination,https://cards.scryfall.io/large/front/2/0/204972f7-8111-4e7d-97c4-53bcdc222230.jpg?1726284637,想象典范,想像典範,Archétype de l'imagination,Sinnbild der Vorstellungskraft,Archetipo dell'Immaginazione,空想の元型,상상력의 표상,Arquétipo da Imaginação,Образец Воображения,Prototipo de imaginación
Chorus of the Tides,"Chorus of the Tides	{3}{U}
Creature — Siren
Flying
Heroic — Whenever you cast a spell that targets this creature, scry 1. (To scry 1, look at the top card of your library, then you may put that card on the bottom.)
3/2
",https://scryfall.com/card/bng/33/chorus-of-the-tides,https://cards.scryfall.io/large/front/6/e/6e576f7a-0390-4514-aaed-20406fe6acdf.jpg?1593091617,浪潮韵集,浪潮韻集,Chœur des marées,Chor der Gezeiten,Coro delle Maree,潮流の合唱者,파도의 합창단,Coro das Marés,Хор Приливов,Coristas de la marea
Crypsis,"Crypsis	{1}{U}
Instant
Target creature you control gains protection from creatures your opponents control until end of turn. Untap it.

",https://scryfall.com/card/bng/34/crypsis,https://cards.scryfall.io/large/front/b/d/bd445b01-34af-4132-a9fe-a03858624492.jpg?1593091623,保护色,保護色,Cryptisme,Krypsis,Criptismo,保護色,보호색,Criptismo,Защитный Окрас,Cripsis
Deepwater Hypnotist,"Deepwater Hypnotist	{1}{U}
Creature — Merfolk Wizard
Inspired — Whenever this creature becomes untapped, target creature an opponent controls gets -3/-0 until end of turn.
2/1
",https://scryfall.com/card/bng/35/deepwater-hypnotist,https://cards.scryfall.io/large/front/4/a/4ab7c6a7-8214-4644-8f2e-ec74d2aff27e.jpg?1593091631,深海催眠师,深海催眠師,Hypnotiseuse des grands fonds,Tiefsee-Hypnotiseurin,Ipnotizzatrice degli Abissi,深海の催眠術師,심해 최면술사,Hipnotizador do Mar Profundo,Гипнотизер из Бездны,Hipnotista de las profundidades
Divination,"Divination	{2}{U}
Sorcery
Draw two cards.

",https://scryfall.com/card/bng/36/divination,https://cards.scryfall.io/large/front/c/b/cb3b35b8-f321-46d8-a441-6b9a6efa9021.jpg?1562304347,卜卦,卜卦,Divination,Weissagung,Divinazione,予言,점,Divinação,Прорицание,Adivinación
Eternity Snare,"Eternity Snare	{5}{U}
Enchantment — Aura
Enchant creature
When this Aura enters, draw a card.
Enchanted creature doesn't untap during its controller's untap step.

",https://scryfall.com/card/bng/37/eternity-snare,https://cards.scryfall.io/large/front/f/a/fa167147-68ca-49af-98d3-538474ea1158.jpg?1593091646,恒久绊索,恒久絆索,Collet d'éternité,Ewigkeitsschlinge,Calappio d'Eternità,永遠の罠,영원의 덫,Armadilha da Eternidade,Западня Вечности,Trampa de eternidad
Evanescent Intellect,"Evanescent Intellect	{U}
Enchantment — Aura
Enchant creature
Enchanted creature has ""{1}{U}, {T}: Target player mills three cards.""

",https://scryfall.com/card/bng/38/evanescent-intellect,https://cards.scryfall.io/large/front/d/3/d38cfe97-77b3-4423-95ac-88eb850cf854.jpg?1593091654,智识凋零,智識凋零,Intellect évanescent,Schwindender Intellekt,Intelletto Evanescente,一過性の知力,덧없는 지능,Intelecto Evanescente,Угасающий Разум,Intelecto evanescente
Fated Infatuation,"Fated Infatuation	{U}{U}{U}
Instant
Create a token that's a copy of target creature you control. If it's your turn, scry 2.

",https://scryfall.com/card/bng/39/fated-infatuation,https://cards.scryfall.io/large/front/9/e/9e5ba99d-d95d-4a3b-b6b6-a5e2589d538e.jpg?1593091661,命定迷醉,命定迷醉,Infatuation annoncée,Schicksalhafte Verlockung,Infatuazione Fatidica,宿命的心酔,운명적 사랑,Paixão Predestinada,Предначертанная Одержимость,Obstinación nefasta
Flitterstep Eidolon,"Flitterstep Eidolon	{1}{U}
Enchantment Creature — Spirit
Bestow {5}{U} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
This creature can't be blocked.
Enchanted creature gets +1/+1 and can't be blocked.
1/1
",https://scryfall.com/card/bng/40/flitterstep-eidolon,https://cards.scryfall.io/large/front/9/a/9a79cee0-6023-42bc-a934-69b99fd5fb02.jpg?1593091670,迅步幻灵,迅步幻靈,Eidôlon prestepas,Flinkschritt-Eidolon,Apparizione dal Passo Sfuggente,閃足の幻霊,빠른발 에이돌론,Eidolon Passoleve,Эйдолон Летящего Шага,Eidolón pasoraudo
Floodtide Serpent,"Floodtide Serpent	{4}{U}
Creature — Serpent
This creature can't attack unless you return an enchantment you control to its owner's hand. (This cost is paid as attackers are declared.)
4/4
",https://scryfall.com/card/bng/41/floodtide-serpent,https://cards.scryfall.io/large/front/7/a/7a2a4b24-096a-4d36-a872-73fa4552bb35.jpg?1593091679,潮汛巨蛇,潮汛巨蛇,Serpent des flots déchaînés,Flutschlange,Serpe dell'Inondazione,氾濫潮の海蛇,해일 이무기,Serpente da Maré Cheia,Змей Наводнения,Serpiente de pleamar
Kraken of the Straits,"Kraken of the Straits	{5}{U}{U}
Creature — Kraken
Creatures with power less than the number of Islands you control can't block this creature.
6/6
",https://scryfall.com/card/bng/42/kraken-of-the-straits,https://cards.scryfall.io/large/front/1/2/12ae69b3-afa5-4763-a0c8-c3d9d96f6ddc.jpg?1593091689,海峡巨海兽,海峽巨海獸,Kraken des détroits,Meerengen-Krake,Kraken dello Stretto,海峡のクラーケン,해협 크라켄,Kraken do Estreito,Кракен Проливов,Kraken del estrecho
Meletis Astronomer,"Meletis Astronomer	{1}{U}
Creature — Human Wizard
Heroic — Whenever you cast a spell that targets this creature, look at the top three cards of your library. You may reveal an enchantment card from among them and put it into your hand. Put the rest on the bottom of your library in any order.
1/3
",https://scryfall.com/card/bng/43/meletis-astronomer,https://cards.scryfall.io/large/front/a/f/af9adca9-3e69-474f-896d-bb05b1d67252.jpg?1593091699,迈勒提斯占星家,邁勒提斯占星家,Astronome de Mélétis,Meletis-Astronom,Astronomo di Meletis,メレティスの天文学者,멜레티스 천문학자,Astrônomo de Meletis,Астроном из Мелетиды,Astrónomo de Meletis
Mindreaver,"Mindreaver	{U}{U}
Creature — Human Wizard
Heroic — Whenever you cast a spell that targets this creature, exile the top three cards of target player's library.
{U}{U}, Sacrifice this creature: Counter target spell with the same name as a card exiled with this creature.
2/1
",https://scryfall.com/card/bng/44/mindreaver,https://cards.scryfall.io/large/front/8/7/87912ae7-3edc-4ea2-9b4b-caf2bc149ad1.jpg?1593091707,裂灵师,裂靈師,Pillard cérébral,Gedankenplünderer,Razziatore di Menti,精神奪い,정신약탈자,Despojador de Mentes,Вор Мыслей,Asaltamentes
Nullify,"Nullify	{U}{U}
Instant
Counter target creature or Aura spell.

",https://scryfall.com/card/bng/45/nullify,https://cards.scryfall.io/large/front/a/9/a940d859-3fb1-4946-8277-b7c503605b1e.jpg?1593091715,废除,廢除,Invalidation,Nullifizieren,Invalidare,無効化,공허화,Nulificar,Упразднение,Invalidar
Nyxborn Triton,"Nyxborn Triton	{2}{U}
Enchantment Creature — Merfolk
Bestow {4}{U} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
Enchanted creature gets +2/+3.
2/3
",https://scryfall.com/card/bng/46/nyxborn-triton,https://cards.scryfall.io/large/front/6/5/65371de6-13a2-401f-9334-ae9e19619487.jpg?1593091723,天裔屈东,天裔屈東,Triton né de Nyx,Nyxgeborener Tritonier,Marinide Nyxiano,ニクス生まれのトリトン,닉스에서 태어난 트리톤,Talassido Nyxnato,Тритон из Никса,Tritónido nativo de Nyx
Oracle's Insight,"Oracle's Insight	{3}{U}
Enchantment — Aura
Enchant creature
Enchanted creature has ""{T}: Scry 1, then draw a card."" (To scry 1, look at the top card of your library, then you may put that card on the bottom.)

",https://scryfall.com/card/bng/47/oracles-insight,https://cards.scryfall.io/large/front/5/3/533d455a-88c9-4e41-b31e-5dcf821c6f6f.jpg?1562911936,先知眼光,先知眼光,Perspicacité de l'oracle,Einblicke des Orakels,Visione dell'Oracolo,神託者の眼識,예언자의 지혜,Percepção do Oráculo,Озарение Оракула,Perspicacia del oráculo
Perplexing Chimera,"Perplexing Chimera	{4}{U}
Enchantment Creature — Chimera
Whenever an opponent casts a spell, you may exchange control of this creature and that spell. If you do, you may choose new targets for the spell. (If the spell becomes a permanent, you control that permanent.)
3/3
",https://scryfall.com/card/bng/48/perplexing-chimera,https://cards.scryfall.io/large/front/f/9/f9cff40b-9cae-47d0-8df4-c287a17a33e4.jpg?1593091744,扰志盖美拉,擾志蓋美拉,Chimère inconcevable,Verwirrende Chimäre,Chimera Sconcertante,厄介なキマイラ,기묘한 키메라,Quimera Desconcertante,Озадачивающая Химера,Quimera desconcertante
Retraction Helix,"Retraction Helix	{U}
Instant
Until end of turn, target creature gains ""{T}: Return target nonland permanent to its owner's hand.""

",https://scryfall.com/card/bng/49/retraction-helix,https://cards.scryfall.io/large/front/7/a/7aa3fdd0-34d8-47b3-9753-d2929838732e.jpg?1562437109,撤收螺旋,撤收螺旋,Hélice de rétractation,Helix des Rückrufs,Spirale della Ritrazione,撤回のらせん,철회의 나선,Hélice de Retração,Спираль Возвращения,Hélice de retracción
Siren of the Fanged Coast,"Siren of the Fanged Coast	{3}{U}{U}
Creature — Siren
Flying
Tribute 3 (As this creature enters, an opponent of your choice may put three +1/+1 counters on it.)
When this creature enters, if tribute wasn't paid, gain control of target creature.
1/1
",https://scryfall.com/card/bng/50/siren-of-the-fanged-coast,https://cards.scryfall.io/large/front/5/b/5ba93d9a-94cd-4d90-860a-f567793a5be4.jpg?1593091768,毒牙海岸塞连,毒牙海岸塞連,Sirène de la Côte Dentelée,Sirene der Reißzahnküste,Sirena di Costa delle Zanne,牙海岸のセイレーン,송곳니 해안의 세이렌,Sirena da Costa Acidentada,Сирена с Клыкастого Берега,Sirena de la costa aguzada
Sphinx's Disciple,"Sphinx's Disciple	{3}{U}{U}
Creature — Human Wizard
Flying
Inspired — Whenever this creature becomes untapped, draw a card.
2/2
",https://scryfall.com/card/bng/51/sphinxs-disciple,https://cards.scryfall.io/large/front/b/a/ba33f00d-dbed-4bfb-a295-90f729be98de.jpg?1593091779,史芬斯的信徒,史芬斯的信徒,Disciple du sphinx,Schüler der Sphinx,Discepolo della Sfinge,スフィンクスの信奉者,스핑크스의 사도,Discípulo da Esfinge,Ученик Сфинкса,Discípulo de la esfinge
