name,oracle_text,scryfall_link,image_src,chinese_simplified,chinese_traditional,french,german,italian,japanese,korean,portuguese,russian,spanish
Keensight Mentor,"Keensight Mentor	{2}{W}
Creature — Human Cleric
When this creature enters, put a vigilance counter on target non-Human creature you control.
{1}{W}, {T}: Put a +1/+1 counter on each creature you control with vigilance.
1/4
",https://scryfall.com/card/iko/18/keensight-mentor,https://cards.scryfall.io/large/front/a/0/a0583065-9a6c-4ea4-b6dd-2edfbaed1181.jpg?1591230288,锐目导师,銳目導師,Mentor vifœil,Scharfsicht-Mentorin,Mentore della Vista Acuta,慧眼の導師,예리한 눈을 가진 스승,Mentora de Vista Aguçada,Наставница Зорких Глаз,Mentora de visión perspicaz
Lavabrink Venturer,"Lavabrink Venturer	{2}{W}
Creature — Human Soldier
As this creature enters, choose odd or even. (Zero is even.)
This creature has protection from each mana value of the chosen quality.
3/3
",https://scryfall.com/card/iko/19/lavabrink-venturer,https://cards.scryfall.io/large/front/3/8/38c0d9d6-c9c7-4169-8106-400445643a1a.jpg?1615646020,熔缘城冒险家,熔緣城冒險家,Aventurière de Bourg-sur-Lave,Lavagrund-Glücksritterin,Avventuriera di Lavariva,ラバブリンクの冒険者,용암가장자리 탐험가,Aventureira de Beiralava,Авантюристка из Лавобрега,Aventurera de Bordelava
Light of Hope,"Light of Hope	{W}
Instant
Choose one —
• You gain 4 life.
• Destroy target enchantment.
• Put a +1/+1 counter on target creature.

",https://scryfall.com/card/iko/20/light-of-hope,https://cards.scryfall.io/large/front/b/c/bcb00599-e082-49b0-88f3-ef91b75595e4.jpg?1591230303,希望明光,希望明光,Lueur d'espoir,Licht der Hoffnung,Luce di Speranza,希望の光,희망의 빛,Luz da Esperança,Свет Надежды,Luz de la esperanza
Luminous Broodmoth,"Luminous Broodmoth	{2}{W}{W}
Creature — Insect
Flying
Whenever a creature you control without flying dies, return it to the battlefield under its owner's control with a flying counter on it.
3/4
",https://scryfall.com/card/iko/21/luminous-broodmoth,https://cards.scryfall.io/large/front/b/b/bb65df55-d6a6-4a57-a903-e5eb17637982.jpg?1591230310,灿光巢蛾,燦光巢蛾,Phalène pondeuse lumineuse,Leuchtende Brutmotte,Falena della Covata Luminosa,光明の繁殖蛾,빛나는 무리나방,Mariposa-parideira Luminosa,Сияющий Мотылек Роя,Polilla incubadora luminosa
Majestic Auricorn,"Majestic Auricorn	{4}{W}
Creature — Unicorn
Mutate {3}{W} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Vigilance
Whenever this creature mutates, you gain 4 life.
4/4
",https://scryfall.com/card/iko/22/majestic-auricorn,https://cards.scryfall.io/large/front/8/d/8df320c9-449a-457e-8688-f611aceb3352.jpg?1591230319,威仪金角兽,威儀金角獸,Auricorne majestueux,Majestätisches Goldhorn,Auricorno Maestoso,壮麗な金角獣,위풍당당한 황금유니콘,Auricórnio Majestoso,Величественный Золоторог,Auricornio majestuoso
Maned Serval,"Maned Serval	{1}{W}
Creature — Cat
Vigilance
1/4
",https://scryfall.com/card/iko/23/maned-serval,https://cards.scryfall.io/large/front/5/a/5ac51e35-e2c5-4457-981c-e59894584288.jpg?1591230329,鬃毛薮猫,鬃毛藪貓,Serval à crinière,Mähnenserval,Servalo dalla Criniera,たてがみサーバル,갈기난 살쾡이,Serval-de-crina,Гривистый Сервал,Serval crinado
Mythos of Snapdax,"Mythos of Snapdax	{2}{W}{W}
Sorcery
Each player chooses an artifact, a creature, an enchantment, and a planeswalker from among the nonland permanents they control, then sacrifices the rest. If {B}{R} was spent to cast this spell, you choose the permanents for each player instead.

",https://scryfall.com/card/iko/24/mythos-of-snapdax,https://cards.scryfall.io/large/front/2/7/2712a1a3-dd28-44c8-a661-5bcf68d3acaa.jpg?1591230335,斯达兹传说,斯達茲傳說,Mythe de Snapdax,Mythos von Snapdax,Mito di Snapdax,スナップダックスの神話,스냅댁스의 신화,Mito de Snapdax,Сказание о Снапдаксе,Mito de Snapdax
Pacifism,"Pacifism	{1}{W}
Enchantment — Aura
Enchant creature
Enchanted creature can't attack or block.

",https://scryfall.com/card/iko/25/pacifism,https://cards.scryfall.io/large/front/5/2/5242a576-4d35-4f29-8d40-9a7179e51d0c.jpg?1675198947,和平主义,和平主義,Pacifisme,Pazifismus,Pacifismo,平和な心,평화주의,Pacifismo,Пацифизм,Pacifismo
Patagia Tiger,"Patagia Tiger	{4}{W}
Creature — Cat
Flying
When this creature enters, target Human you control gets +2/+2 until end of turn.
3/4
",https://scryfall.com/card/iko/26/patagia-tiger,https://cards.scryfall.io/large/front/b/e/be398100-89e2-432b-8017-74fb7e4dbc26.jpg?1591230347,翼翅飞虎,翼翅飛虎,Tigre à patagia,Patagiatiger,Tigre dei Patagi,翼膜の虎,비막 호랑이,Tigre-de-patágio,Тигр-Крылан,Tigre membranoso
Perimeter Sergeant,"Perimeter Sergeant	{2}{W}
Creature — Human Soldier
Whenever this creature attacks, other Humans you control get +1/+0 until end of turn.
3/2
",https://scryfall.com/card/iko/27/perimeter-sergeant,https://cards.scryfall.io/large/front/2/a/2a174587-d964-48b3-8f69-fa576c1b8bba.jpg?1591230353,守备士官,守備士官,Sergent du périmètre,Grenzfeldwebel,Sergente del Perimetro,防衛線の兵長,경계 지역 부사관,Sargento do Perímetro,Сержант Переднего Края,Sargento del perímetro
Sanctuary Lockdown,"Sanctuary Lockdown	{2}{W}
Enchantment
Humans you control get +1/+1.
{2}, Tap two untapped Humans you control: Tap target creature an opponent controls.

",https://scryfall.com/card/iko/28/sanctuary-lockdown,https://cards.scryfall.io/large/front/1/3/1387b7be-f69e-4919-9070-a89654c656f3.jpg?1591230359,庇护地封锁,庇護地封鎖,Confinement dans le sanctuaire,Abgeriegelter Zufluchtsort,Sbarramento del Santuario,聖域封鎖,성소 제재,Isolamento do Santuário,Закрытое Убежище,Bloqueo del santuario
Savai Sabertooth,"Savai Sabertooth	{1}{W}
Creature — Cat

3/1
",https://scryfall.com/card/iko/29/savai-sabertooth,https://cards.scryfall.io/large/front/d/4/d46702b0-7e10-462a-9aac-7564efe91804.jpg?1603797925,撒维耶剑齿虎,撒維耶劍齒虎,Smilodon de Savaï,Savai-Säbelzahntiger,Denti a Sciabola di Savai,サヴァイの剣歯虎,사바이 검치호,Dente-de-sabre de Savai,Савайский Саблезуб,Dientes de sable de Savái
Snare Tactician,"Snare Tactician	{2}{W}
Creature — Human Soldier
Whenever you cycle a card, tap target creature an opponent controls.
2/3
",https://scryfall.com/card/iko/30/snare-tactician,https://cards.scryfall.io/large/front/5/f/5f640e0c-298d-4a5f-94d0-d839cf06ca86.jpg?1591230371,诱捕策士,誘捕策士,Tacticien aux collets,Schlingentaktiker,Stratega delle Trappole,罠の戦術家,덫 책략가,Tático das Armadilhas,Тактик Силков,Estratega trampero
Solid Footing,"Solid Footing	{W}
Enchantment — Aura
Flash
Enchant creature
Enchanted creature gets +1/+1.
As long as enchanted creature has vigilance, it assigns combat damage equal to its toughness rather than its power.

",https://scryfall.com/card/iko/31/solid-footing,https://cards.scryfall.io/large/front/0/9/0900a8d1-a1b1-48c9-8af1-726a623c7d74.jpg?1591230376,站稳脚跟,站穩腳跟,Appuis solides,Fester Stand,Appoggio Solido,堅実な立ち位置,굳건한 기반,Base Sólida,Надежная Стойка,Postura firme
Splendor Mare,"Splendor Mare	{2}{W}
Creature — Elk Unicorn
Lifelink
Cycling {1}{W} ({1}{W}, Discard this card: Draw a card.)
When you cycle this card, put a lifelink counter on target creature you control.
3/3
",https://scryfall.com/card/iko/32/splendor-mare,https://cards.scryfall.io/large/front/5/3/535ccc75-b24e-4071-b6a0-fc5267a454e3.jpg?1591230382,光彩牝兽,光彩牝獸,Jument de splendeur,Prächtige Hirschkuh,Destriero Splendente,壮麗牝馬,화려한 말,Cerva do Esplendor,Кобылица Величия,Corcel radiante
Spontaneous Flight,"Spontaneous Flight	{2}{W}
Instant
Target creature gets +2/+2 until end of turn. Put a flying counter on it.

",https://scryfall.com/card/iko/33/spontaneous-flight,https://cards.scryfall.io/large/front/3/d/3dc24dd4-d259-4687-8247-f56aa7abb5b9.jpg?1603797911,自生羽翼,自生羽翼,Vol spontané,Spontaner Flug,Volo Spontaneo,突発的飛行,즉흥적인 비행,Voo Espontâneo,Спонтанный Полет,Vuelo espontáneo
Stormwild Capridor,"Stormwild Capridor	{2}{W}
Creature — Bird Goat
Flying
If noncombat damage would be dealt to this creature, prevent that damage. Put a +1/+1 counter on this creature for each 1 damage prevented this way.
1/3
",https://scryfall.com/card/iko/34/stormwild-capridor,https://cards.scryfall.io/large/front/2/a/2afded81-2fc1-4285-bf48-d25f72e72138.jpg?1591230395,聚风飞羊,聚風飛羊,Capridor des tempêtes sauvages,Blitzsturm-Capridor,Capridorio della Tempesta,嵐生の飛び山羊,폭풍야수 카프리도르,Capridor Tempestuoso,Козодор Бушующей Бури,Cabradora tormentosa
Swallow Whole,"Swallow Whole	{W}
Sorcery
As an additional cost to cast this spell, tap an untapped creature you control.
Exile target tapped creature. Put a +1/+1 counter on the creature tapped to pay this spell's additional cost.

",https://scryfall.com/card/iko/35/swallow-whole,https://cards.scryfall.io/large/front/c/3/c3b9140b-848f-4886-8c28-eccd3829a607.jpg?1591230400,生体活吞,生體活吞,Avaler tout entier,Im Ganzen verschlingen,Inghiottire,丸呑み,통째로 삼키기,Engolir Inteiro,Проглотить Целиком,De un bocado
Valiant Rescuer,"Valiant Rescuer	{1}{W}
Creature — Human Soldier
Whenever you cycle another card for the first time each turn, create a 1/1 white Human Soldier creature token.
Cycling {2} ({2}, Discard this card: Draw a card.)
3/1
",https://scryfall.com/card/iko/36/valiant-rescuer,https://cards.scryfall.io/large/front/a/2/a2b13ff6-67e9-4760-aef4-a8548ea44344.jpg?1591230423,英勇救援兵,英勇救援兵,Sauveteur valeureux,Tapferer Retter,Soccorritore Impavido,雄々しい救出者,용맹한 구조자,Socorrista Valente,Доблестный Спаситель,Rescatador valiente
Vulpikeet,"Vulpikeet	{3}{W}
Creature — Fox Bird
Mutate {2}{W} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Flying
Whenever this creature mutates, put a +1/+1 counter on it.
2/3
",https://scryfall.com/card/iko/37/vulpikeet,https://cards.scryfall.io/large/front/0/7/07bce816-3d18-4ca1-b88f-7307ec7c345d.jpg?1591230432,狐身鹦鹉,狐身鸚鵡,Vulperruche,Fuchspapagei,Volpichetto,狐インコ,여우잉꼬,Vulpipagaio,Лисопугай,Vulpiquito
Will of the All-Hunter,"Will of the All-Hunter	{1}{W}
Instant
Target creature gets +2/+2 until end of turn. If it's blocking, instead put two +1/+1 counters on it.
Cycling {2} ({2}, Discard this card: Draw a card.)

",https://scryfall.com/card/iko/38/will-of-the-all-hunter,https://cards.scryfall.io/large/front/a/a/aa7acbfa-ce3b-424d-886d-6865bc5fc085.jpg?1591230437,万猎虎意志,萬獵虎意志,Volonté du Giboyeur,Wille des All-Jagenden,Volontà dell'Onnipredatore,全てを狩るものの意志,지고의 사냥꾼의 의지,Vontade do Onicaçador,Воля Всеохотника,Voluntad del Cazador Supremo
Aegis Turtle,"Aegis Turtle	{U}
Creature — Turtle

0/5
",https://scryfall.com/card/iko/39/aegis-turtle,https://cards.scryfall.io/large/front/c/7/c7f2014a-fbc9-447c-a440-e06d01066bb9.jpg?1730489163,卫护龟,衛護龜,Tortue de l'égide,Ägis-Schildkröte,Tartaruga dell'Egida,神盾の海亀,방패 거북이,Tartaruga da Égide,Защищенная Черепаха,Tortuga protegida
Anticipate,"Anticipate	{1}{U}
Instant
Look at the top three cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order.

",https://scryfall.com/card/iko/40/anticipate,https://cards.scryfall.io/large/front/4/6/46b6dfb2-ffe4-44fb-bfd9-df11bc3193df.jpg?1591230450,预先考虑,預先考慮,Anticipation,Antizipieren,Anticipare,予期,예측,Antecipar,Предвосхищение,Anticipar
Archipelagore,"Archipelagore	{5}{U}{U}
Creature — Leviathan
Mutate {5}{U} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Whenever this creature mutates, tap up to X target creatures, where X is the number of times this creature has mutated. Those creatures don't untap during their controller's next untap step.
7/7
",https://scryfall.com/card/iko/41/archipelagore,https://cards.scryfall.io/large/front/f/2/f24b1030-64d5-4c94-a04c-1d9520bfddab.jpg?1591230455,千岛海怪,千島海怪,Archipélagore,Archipelagor,Arcipelagolia,肉食島,섬괴수,Arquipelagórico,Кровархипелаг,Archipielagante
Avian Oddity,"Avian Oddity	{3}{U}
Creature — Bird
Flying
Cycling {2}{U} ({2}{U}, Discard this card: Draw a card.)
When you cycle this card, put a flying counter on target creature you control.
2/4
",https://scryfall.com/card/iko/42/avian-oddity,https://cards.scryfall.io/large/front/f/3/f325873b-97de-4701-910f-ec5cdb66de33.jpg?1591230461,怪鸟兽,怪鳥獸,Bizarrerie aviaire,Komischer Vogel,Bizzarria Aviaria,奇異鳥,특이한 새,Aberração Aviana,Пернатая Диковина,Rareza aviaria
Boon of the Wish-Giver,"Boon of the Wish-Giver	{4}{U}{U}
Sorcery
Draw four cards.
Cycling {1} ({1}, Discard this card: Draw a card.)

",https://scryfall.com/card/iko/43/boon-of-the-wish-giver,https://cards.scryfall.io/large/front/0/e/0e790851-f0f7-4f1a-80e6-94be649499b6.jpg?1591230467,控念兽恩泽,控念獸恩澤,Faveur de l'accordeur de souhaits,Segen des Wunscherfüllers,Favore del Donadesideri,願い与えの加護,소원을 들어주는 자의 축복,Dádiva da Realizadora de Desejos,Дар Исполнителя Желаний,Bendición del Otorgadeseos
Capture Sphere,"Capture Sphere	{3}{U}
Enchantment — Aura
Flash (You may cast this spell any time you could cast an instant.)
Enchant creature
When this Aura enters, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.

",https://scryfall.com/card/iko/44/capture-sphere,https://cards.scryfall.io/large/front/2/4/24cd21f5-94fd-4609-9e6a-d052aa81fe57.jpg?1673147233,拘捕法球,拘捕法球,Sphère de capture,Gefängnissphäre,Sfera di Cattura,捕獲球,포획 구체,Esfera de Captura,Ловчая Сфера,Esfera de captura
Convolute,"Convolute	{2}{U}
Instant
Counter target spell unless its controller pays {4}.

",https://scryfall.com/card/iko/45/convolute,https://cards.scryfall.io/large/front/3/f/3fd8e607-8179-4ae8-ba7f-f5f22649dc18.jpg?1591230479,回旋,迴旋,Circonvolution,Eingerollte Worte,Contorcere,巻き込み,곡해,Enrolar,Свертывание,Enrevesar
Crystacean,"Crystacean	{3}{U}
Creature — Crab
Flash (You may cast this spell any time you could cast an instant.)
1/6
",https://scryfall.com/card/iko/46/crystacean,https://cards.scryfall.io/large/front/3/2/32afec8a-dbae-446e-919a-3efb556f5cb1.jpg?1591230486,庞巨晶蟹,龐巨晶蟹,Cristacé,Kristallkrabbe,Cristallaceo,晶殻ガニ,수정게,Cristáceo,Кристакраб,Cristáceo
Dreamtail Heron,"Dreamtail Heron	{4}{U}
Creature — Elemental Bird
Mutate {3}{U} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Flying
Whenever this creature mutates, draw a card.
3/4
",https://scryfall.com/card/iko/47/dreamtail-heron,https://cards.scryfall.io/large/front/c/a/ca777d40-736a-4cd6-85c4-5afd52f2fadd.jpg?1591230492,梦翎苍鹭,夢翎蒼鷺,Héron à queue de rêve,Traumschweif-Reiher,Airone dalla Coda Onirica,夢尾の鷺,꿈꼬리 왜가리,Garça-de-cauda-onírica,Снохвостая Цапля,Garza colamística
Escape Protocol,"Escape Protocol	{1}{U}
Enchantment
Whenever you cycle a card, you may pay {1}. When you do, exile target artifact or creature you control, then return it to the battlefield under its owner's control.

",https://scryfall.com/card/iko/48/escape-protocol,https://cards.scryfall.io/large/front/2/d/2d3eeddd-c86d-4f35-ba57-3caa9565fcb0.jpg?1591230498,逃离方案,逃離方案,Protocole d'évasion,Fluchtprotokoll,Protocollo di Fuga,脱出の儀礼,탈출 규약,Protocolo de Fuga,Протокол Побега,Protocolo de escapatoria
Essence Scatter,"Essence Scatter	{1}{U}
Instant
Counter target creature spell.

",https://scryfall.com/card/iko/49/essence-scatter,https://cards.scryfall.io/large/front/3/2/32840097-0531-4c43-b6a8-e76c17420b04.jpg?1775937236,菁华离散,菁華離散,Dispersion d'essence,Essenzzerstäubung,Disperdere Essenza,本質の散乱,정수 흩날리기,Espalhar Essência,Разлет Эссенции,Esparcir la esencia
Facet Reader,"Facet Reader	{1}{U}
Creature — Human Wizard
{1}, {T}: Draw a card, then discard a card.
1/2
",https://scryfall.com/card/iko/50/facet-reader,https://cards.scryfall.io/large/front/b/1/b1199596-ae77-4192-ae70-3e2ebd009b64.jpg?1591226309,片晶究研师,片晶究研師,Lecteur de facettes,Facettenleser,Indovino delle Sfaccettature,切子読み,보석 점쟁이,Leitor de Facetas,Чтец Граней,Lector de facetas
Frost Lynx,"Frost Lynx	{2}{U}
Creature — Elemental Cat
When this creature enters, tap target creature an opponent controls. That creature doesn't untap during its controller's next untap step.
2/2
",https://scryfall.com/card/iko/51/frost-lynx,https://cards.scryfall.io/large/front/d/f/dfcaeccc-fc8c-4a9e-80d5-b48da71d7ff1.jpg?1591226326,冰霜山猫,冰霜山貓,Lynx de gel,Frostluchs,Lince del Gelo,霜のオオヤマネコ,서리 스라소니,Lince de Gelo,Морозная Рысь,Lince escarchado
Frostveil Ambush,"Frostveil Ambush	{3}{U}{U}
Instant
Tap up to two target creatures. Those creatures don't untap during their controller's next untap step.
Cycling {1} ({1}, Discard this card: Draw a card.)

",https://scryfall.com/card/iko/52/frostveil-ambush,https://cards.scryfall.io/large/front/d/e/deef1197-e40a-4c9d-919a-213f1bdf3e3e.jpg?1591226335,霜幕伏击,霜幕伏擊,Embuscade du voile de gel,Frostschleier-Hinterhalt,Imboscata di Brinavelo,霜帳の奇襲,서리장막 매복,Emboscada com Glacivéu,Засада Морозной Завесы,Emboscada velohelado
Glimmerbell,"Glimmerbell	{1}{U}
Creature — Elemental Jellyfish
Flying
{1}{U}: Untap this creature.
1/3
",https://scryfall.com/card/iko/53/glimmerbell,https://cards.scryfall.io/large/front/5/4/54f71f8a-546a-465e-a254-09a3ae873ef4.jpg?1591226344,烁体浮蜇,爍體浮蜇,Ombrelle luisante,Glimmerqualle,Campana Scintillante,微光クラゲ,반짝종,Sino-de-luz,Переливчатый Колокол,Campabrilla
Gust of Wind,"Gust of Wind	{3}{U}
Sorcery
This spell costs {2} less to cast if you control a creature with flying.
Return target nonland permanent you don't control to its owner's hand.
Draw a card.

",https://scryfall.com/card/iko/54/gust-of-wind,https://cards.scryfall.io/large/front/f/a/faabea92-d8cf-4591-b528-3e597d56b31f.jpg?1591226352,劲风吹袭,勁風吹襲,Rafale de vent,Windstoß,Raffica di Vento,疾風,한 줄기 돌풍,Lufada de Vento,Порыв Ветра,Ráfaga de viento
